source,entity,count,activities,birth_year,death_year,страна
Возвращение Синей Бороды,Ра,2.0,"['бог', 'божество']",,,
Возвращение Синей Бороды,Хатхор,6.0,['бог'],,,
Возвращение Синей Бороды,"Жванецкий, Михаил Михайлович",1.0,"['писатель', 'сценарист']",1934.0,2020.0,СССР
Возвращение Синей Бороды,"Бессон, Люк",1.0,"['писатель', 'сценарист', 'режиссёр']",1959.0,,Франция
Возвращение Синей Бороды,Птах,1.0,"['скульптор', 'бог']",,,
Возвращение Синей Бороды,"Клинтон, Билл",1.0,['деятель'],1946.0,,США
Возвращение Синей Бороды,"Горький, Максим",1.0,"['писатель', 'поэт', 'драматург', 'публицист', 'журналист', 'деятель']",1868.0,1936.0,Российская империя
Возвращение Синей Бороды,Баст,1.0,['бог'],,,
Возвращение Синей Бороды,"Байрон, Джордж Гордон",2.0,['поэт'],1788.0,1824.0,Соединённое королевство Великобритании и Ирландии
Возвращение Синей Бороды,Вольтер,2.0,"['писатель', 'поэт', 'публицист', 'историк', 'философ']",1694.0,1778.0,Франция
Возвращение Синей Бороды,Мария Магдалина,2.0,['апостол'],,100.0,Магдала
Возвращение Синей Бороды,Адам,1.0,['бог'],,3074.0,Эдем
Возвращение Синей Бороды,"Борхес, Хорхе Луис",1.0,"['поэт', 'публицист', 'философ']",1899.0,1986.0,Аргентина
Возвращение Синей Бороды,Велиал,1.0,['бог'],,,
Возвращение Синей Бороды,Хеопс,8.0,['деятель'],2700.0,2566.0,Древний Египет
Возвращение Синей Бороды,"Фуко, Мишель",3.0,"['историк', 'философ', 'психолог']",1926.0,1984.0,Франция
Возвращение Синей Бороды,"Джоли, Анджелина",1.0,"['сценарист', 'актёр', 'актриса', 'режиссёр', 'деятель']",1975.0,,США
Возвращение Синей Бороды,"Есенин, Сергей Александрович",1.0,"['писатель', 'поэт']",1895.0,1925.0,Российская империя
Возвращение Синей Бороды,"Пушкин, Александр Сергеевич",2.0,"['поэт', 'драматург', 'критик', 'публицист', 'журналист', 'историк']",1799.0,1837.0,Российская империя
Возвращение Синей Бороды,"Кант, Иммануил",4.0,"['поэт', 'философ']",1724.0,1804.0,Королевство Пруссия
Возвращение Синей Бороды,"Кинг, Стивен",1.0,['писатель'],1947.0,,США
Возвращение Синей Бороды,Атон,1.0,['божество'],,,
Возвращение Синей Бороды,Ева,1.0,['бог'],3760.0,,Эдем
Возвращение Синей Бороды,"Янагихара, Ханья",1.0,"['писатель', 'писательница']",1974.0,,США
Возвращение Синей Бороды,"Феллини, Федерико",1.0,"['сценарист', 'режиссёр']",1920.0,1993.0,Италия
Возвращение Синей Бороды,"Экман, Пол",1.0,"['критик', 'психолог']",1934.0,2025.0,США
Возвращение Синей Бороды,Наука,1.0,['деятель'],,,
Возвращение Синей Бороды,"Ильф, Илья Арнольдович",2.0,"['писатель', 'драматург', 'сценарист', 'журналист']",1897.0,1937.0,Российская империя
Возвращение Синей Бороды,Александр Македонский,1.0,['полководец'],356.0,323.0,Македония
Возвращение Синей Бороды,"Эпштейн, Джеффри",58.0,['предприниматель'],1953.0,2019.0,США
Желтая стрела,Морфей,1.0,['бог'],,,
Желтая стрела,"Бодлер, Шарль",1.0,"['поэт', 'переводчик', 'критик']",1821.0,1867.0,Франция
Желтая стрела,Юсуф,10.0,['пророк'],,,Ханаан
Желтая стрела,Андрей Белый,1.0,"['писатель', 'поэт', 'критик']",1880.0,1934.0,Российская империя
Желтая стрела,"Антонов, Николай",2.0,"['писатель', 'художник', 'учёный', 'деятель']",,,
Желтая стрела,"Гребенщиков, Борис Борисович",1.0,"['писатель', 'поэт', 'переводчик', 'музыкант', 'певец', 'композитор']",1953.0,,СССР
Желтая стрела,"Гиммлер, Генрих",1.0,['деятель'],1900.0,1945.0,Нацистская Германия
Желтая стрела,Маруф,1.0,"['писатель', 'поэт', 'политик']",,,
Желтая стрела,"Либкнехт, Карл",1.0,"['политик', 'деятель']",1871.0,1919.0,Германский рейх
Желтая стрела,"Ельцин, Борис Николаевич",1.0,['деятель'],1931.0,2007.0,СССР
Желтая стрела,"Чернышевский, Николай Гаврилович",1.0,"['писатель', 'критик', 'публицист', 'философ', 'революционер']",1828.0,1889.0,Российская империя
Желтая стрела,"Дитрих, Марлен",1.0,"['актриса', 'певица', 'политик']",1901.0,1992.0,Германская империя
Желтая стрела,"Паулс, Раймонд Волдемарович",1.0,['композитор'],1936.0,,СССР
